Topic	Doc_ID	Title	words
9	4437	Graph Regularized Autoencoder and its Application in Unsupervised Anomaly Detection	learning network image deep neural
0	4438	Spectral strengthening of a theorem on transversal critical graphs	prove theorem vertex algebra graphs
-1	4439	A Progressive Approximation Approach for the Exact Solution of Sparse Large-Scale Binary Interdiction Games	health care study research used
-1	4440	Adaptively Weighted Top-N Recommendation for Organ Matching	health care study research used
21	4441	Stochastic optimal scheduling of demand response-enabled microgrids with renewable generations: An analytical-heuristic approach	power energy load voltage proposed
4	4442	Soil seed banks are short-lived and triggered by the first effective rainfalls in the vacant lots of Santiago, Chile	species fish fisheries marine diversity
2	4443	Mercury distribution around the Siele Hg mine (Mt. Amiata district, Italy) twenty years after reclamation: Spatial and temporal variability in soil, stream sediments, and air	mantle rocks zircon ma minerals
-1	4444	Self-Interested Giving: The Relationship Between Conditional Gifts, Charitable Donations, and Donor Self-Interestedness	health care study research used
9	4445	Artificial Intelligence and Machine Learning: What you always wanted to know but were afraid to ask	learning network image deep neural
38	4446	Conceptual Analyses of Curriculum Inquiry Methodologies - Queer Phenomenology: Orienting Inquiry in Curriculum Studies	students chapter jats education student
2	4447	The Petrogenesis of modern and ophiolitic lavas reconsidered: Ti-V and Nb-Th	mantle rocks zircon ma minerals
28	4448	Temporizing Care of Acute Traumatic Foot and Ankle Injuries.	fracture fractures fixation trauma injuries
-1	4449	Spatial integrated models foster complementarity between monitoring programs in producing large-scale ecological indicators	health care study research used
25	4450	Lyapunov-Based Real-Time and Iterative Adjustment of Deep Neural Networks	control optimization optimal problem tracking
28	4451	Patient Triage, First Aid Care, and Management of Oral and Maxillofacial Trauma.	fracture fractures fixation trauma injuries
26	4452	A Multicountry, Multicommodity Stochastic Game Theory Network Model of Competition for Medical Supplies Inspired by the Covid-19 Pandemic	covid 19 sars cov infection
3	4453	Genome Resource: Draft genome of Fusarium avenaceum, strain F156N33, isolated from the atmosphere above Virginia and annotated based on RNA sequencing data.	plant plants species isolates cultivars
25	4454	Optimism-Based Adaptive Regulation of Linear-Quadratic Systems	control optimization optimal problem tracking
7	4455	Rheology, Setting Time, and Compressive Strength of Class F Fly Ash–Based Geopolymer Binder Containing Ordinary Portland Cement	concrete asphalt seismic soil masonry
26	4456	Contributions of the HCMV U L 30-associated open reading frames to infection.	covid 19 sars cov infection
20	4457	Exposure to PM2.5 and Lung Function Growth in Pre- and Early Adolescent Schoolchildren.	lung copd asthma fibrosis airway
-1	4458	Phthalates and Phenols, Leukocyte Telomere Length, and Breast Cancer Risk and Mortality in the Long Island Breast Cancer Study Project.	health care study research used
16	4459	The association between objective vision impairment and mild cognitive impairment among older adults in low- and middle-income countries	pd ad cognitive alzheimer brain
36	4460	An integrated panel data approach to modelling economic growth	innovation firm firms organizational entrepreneurs
-1	4461	The role of oxidative stress in epigenetic changes underlying autoimmunity.	health care study research used
-1	4462	Effect of a Coordinated Community and Chronic Care Model Team Intervention vs Usual Care on Systolic Blood Pressure in Patients With Stroke or Transient Ischemic Attack: The SUCCEED Randomized Clinical Trial	health care study research used
0	4463	Heap and ternary self-distributive cohomology	prove theorem vertex algebra graphs
-1	4464	More than the Sum of My Parts: An Intrapersonal Network Approach to Identity Work in Response to Identity Opportunities and Threats	health care study research used
10	4465	Intertwined Topological and Magnetic Orders in Atomically Thin Chern Insulator MnBi2Te4.	quantum spin hamiltonian magnetic states
-1	4466	Cognitive Gain or Handicap: Magical Ideation and Self-Absorption in Clinical and Non-clinical Participants.	health care study research used
20	4467	Impact of Cigarette Filter Ventilation on U.S. Smokers' Perceptions and Biomarkers of Exposure and Potential Harm.	lung copd asthma fibrosis airway
-1	4468	Benefits of Viewing Nature: A Review of Landscape Health Research	health care study research used
-1	4469	Glycogen Hepatopathy: A Reversible yet Relapsing Cause of Hepatitis in Type 1 Diabetics.	health care study research used
9	4470	Learning Two-View Correspondences and Geometry Using Order-Aware Network	learning network image deep neural
5	4471	Stereovision for surveillance of Earth orbiting objects: Two methods and their validation with synthetic data	surface italic satellite ocean observations
-1	4472	An iterative multiparametric approach for determining the location of AVI sensors for robust route flow estimation	health care study research used
31	4473	Material application methodologies for winter road maintenance: a renewed perspective	transit traffic vehicle travel transportation
-1	4474	Methodology for Load Rating of Damaged Double-Tee Girder Bridges	health care study research used
24	4475	Ddx41 inhibition of DNA damage signaling permits erythroid progenitor expansion in zebrafish.	cell cells cancer tumor survival
3	4476	An in vitro co-culture system for rapid differential response to Fusarium oxysporum f. sp. vasinfectum race 4 in three cotton cultivars.	plant plants species isolates cultivars
-1	4477	Double jeopardy: Minority stress and the influence of transgender identity and race/ethnicity	health care study research used
-1	4478	Photoreactive hydrogel stiffness influences volumetric muscle loss repair	health care study research used
21	4479	TSO-DSO Operational Planning Coordination through l 1 -Proximal Surrogate Lagrangian Relaxation	power energy load voltage proposed
-1	4480	Hedging on the Hill: Does Political Hedging Reduce Firm Risk?	health care study research used
-1	4481	Heparin-Induced Thrombocytopenia: A Management Review for Nurses.	health care study research used
27	4482	Association of Quadriceps Strength Symmetry and Surgical Status with Clinical Osteoarthritis 5 Years after Anterior Cruciate Ligament Rupture.	knee oa rotation acl hip
23	4483	Ocular Versus Oral Propranolol for Prevention and/or Treatment of Oxygen-Induced Retinopathy in a Rat Model.	pulmonary heart ventricular af ecmo
32	4484	Development of the Elective Outpatient Percutaneous Coronary Intervention Episode–Based Cost Measure	nurses care burnout staff nurse
6	4485	Stochastic modeling of surface scalar-flux fluctuations in turbulent channel flow using one-dimensional turbulence	numerical heat boundary order flow
38	4486	Self-segregation, sense of belonging, and social support: An inquiry into the practices and perceptions of Chinese graduate students at an American Mid-Atlantic University	students chapter jats education student
17	4487	Racial Differences in the Association Between Alcohol Drinking and Cigarette Smoking: Preliminary Findings From an Alcohol Research Program.	opioid alcohol use cud oud
20	4488	The novel bronchodilator navafenterol: a phase 2a, multi-centre, randomised, double-blind, placebo-controlled crossover trial in COPD.	lung copd asthma fibrosis airway
-1	4489	Molecular-level insights into the structure stability of CH4-C2H6 hydrates	health care study research used
-1	4490	Development of Standard X-Ray Beams for Calibration of Radiobiology Cabinet and Conformal Irradiators.	health care study research used
11	4491	Multi-scale chemo-mechanical evolution during crystallization of mixed conducting SrTi0.65Fe0.35O3−δ films and correlation to electrical conductivity	films charge hydrogen materials electron
24	4492	Targeting Treg-expressed STAT3 enhances NK-mediated surveillance of metastasis and improves therapeutic response in pancreatic adenocarcinoma.	cell cells cancer tumor survival
0	4493	Distance between natural numbers based on their prime signature	prove theorem vertex algebra graphs
28	4494	Primary Versus Secondary Radiotherapy for Heterotopic Ossification Prevention About the Elbow.	fracture fractures fixation trauma injuries
-1	4495	The role of mortality concerns in separation and connection effects: comment on Lee and Schwarz	health care study research used
5	4496	In-situ resources for infrastructure construction on Mars: A review	surface italic satellite ocean observations
-1	4497	Assessment of EFD and CFD capability for KRISO Container Ship added power in head and oblique waves	health care study research used
